code,name,date,pred,close,volume
025440,대성엘텍,20220527,,761,103399
004690,삼천리,20220527,,160000,25099
391060,엔에이치스팩20호,20220527,,2155,32454
200230,텔콘RF제약,20220527,,1920,156657
003580,HLB글로벌,20220527,,11150,1297627
017370,우신시스템,20220527,,3005,58758
235980,메드팩토,20220527,,29500,444777
007690,국도화학,20220527,,53100,21093
060720,KH바텍,20220527,,22300,580329
067000,조이시티,20220527,,5810,1144260
021650,한국큐빅,20220527,,3730,21261
079430,현대리바트,20220527,,13050,15956
090460,비에이치,20220527,,28350,311059
036630,세종텔레콤,20220527,,981,677326
006390,한일현대시멘트,20220527,,29700,3863
039130,하나투어,20220527,,74000,264492
109070,컨버즈,20220527,,4100,0
155900,바다로19호,20220527,,3305,7490
396690,미래에셋글로벌리츠,20220527,,6490,116122
052600,한네트,20220527,,9070,501067
251970,펌텍코리아,20220527,,18000,8492
031330,에스에이엠티,20220527,,4420,164906
089980,상아프론테크,20220527,,38200,27949
169330,엠브레인,20220527,,4180,31803
088980,맥쿼리인프라,20220527,,14200,918107
024070,WISCOM,20220527,,3360,59903
058430,포스코스틸리온,20220527,,45500,6315
100840,SNT에너지,20220527,,18850,32379
270870,뉴트리,20220527,,15950,18337
064850,에프앤가이드,20220527,,8090,2246
009320,대우부품,20220527,,2295,196730
040910,아이씨디,20220527,,10000,27215
001250,GS글로벌,20220527,,3710,3568794
089030,테크윙,20220527,,10076,273083
215000,골프존,20220527,,168000,20547
330730,스톤브릿지벤처스,20220527,,6510,77650
065570,삼영이엔씨,20220527,,5910,26036
241710,코스메카코리아,20220527,,12900,10189
189300,인텔리안테크,20220527,,86300,40243
000430,대원강업,20220527,,3255,72780
008500,일정실업,20220527,,22100,4852
036530,SNT홀딩스,20220527,,16400,6101
000250,삼천당제약,20220527,,43800,95350
049180,셀루메드,20220527,,5180,117170
307280,원바이오젠,20220527,,2070,186327
000080,하이트진로,20220527,,36250,170822
005610,SPC삼립,20220527,,75800,10930
025320,시노펙스,20220527,,3010,1368695
311390,네오크레마,20220527,,17800,59445
212560,네오오토,20220527,,7560,22083
000890,보해양조,20220527,,846,228388
001380,SG글로벌,20220527,,1680,61104
001740,SK네트웍스,20220527,,4670,276109
320000,윈텍,20220527,,2670,74824
267250,HD현대,20220527,,59300,119372
090710,휴림로봇,20220527,,3550,13142492
002700,신일전자,20220527,,2355,1544412
001820,삼화콘덴서공업,20220527,,49950,19216
002460,화성산업,20220527,,24650,244984
065510,휴비츠,20220527,,11850,68591
056080,유진로봇,20220527,,6270,270976
010280,쌍용정보통신,20220527,,965,146625
006490,인스코비,20220527,,2630,228583
064090,에프앤리퍼블릭,20220527,,3160,51939
001360,삼성제약,20220527,,3875,107732
056730,CNT85,20220527,,3100,0
336060,웨이버스,20220527,,2070,472480
036670,KCI,20220527,,9050,6783
331380,포커스에이치엔에스,20220527,,2800,15610
038620,위즈코프,20220527,,1365,219040
036620,감성코퍼레이션,20220527,,1625,515118
025550,한국선재,20220527,,5510,144059
061250,화일약품,20220527,,3105,3767755
080000,에스엔유,20220527,,3550,63270
372910,한컴라이프케어,20220527,,5810,29777
004080,신흥,20220527,,16600,6579
368770,파이버프로,20220527,,5870,6899196
054050,농우바이오,20220527,,11800,76264
227950,엔투텍,20220527,,1325,327444
130660,한전산업,20220527,,12600,175605
004410,서울식품공업,20220527,,301,20523278
054800,아이디스홀딩스,20220527,,12700,6583
052710,아모텍,20220527,,28400,68065
064260,다날,20220527,,9110,1045882
027050,코리아나,20220527,,3740,125232
275630,에스에스알,20220527,,5440,15914
025000,KPX케미칼,20220527,,51500,927
004270,남성,20220527,,2945,93842
084670,동양고속,20220527,,17550,1999
227100,에이치앤비디자인,20220527,,6000,1447442
004990,롯데지주,20220527,,34700,98746
060900,대한그린파워,20220527,,846,1060467
012030,DB,20220527,,952,223006
073240,금호타이어,20220527,,4340,343500
123040,엠에스오토텍,20220527,,5330,101773
153490,우리이앤엘,20220527,,1560,205826
007530,영신금속,20220527,,3000,32892
016380,KG스틸,20220527,,16950,2079028
035250,강원랜드,20220527,,27550,1120402
010060,OCI,20220527,,127500,1170134
083500,에프엔에스테크,20220527,,10300,24573
340930,유일에너테크,20220527,,17450,20096
082850,우리바이오,20220527,,4070,843399
101000,상상인인더스트리,20220527,,803,45761
376930,노을,20220527,,6360,15507
191420,테고사이언스,20220527,,18850,16155
051600,한전KPS,20220527,,37650,136988
340570,티앤엘,20220527,,35800,22261
008250,이건산업,20220527,,10600,74764
092220,KEC,20220527,,3265,4503598
102260,동성케미컬,20220527,,4535,43526
273640,와이엠텍,20220527,,17400,44521
950170,JTC,20220527,,3755,683272
014530,극동유화,20220527,,4290,214903
013360,일성건설,20220527,,4160,5700699
019770,서연탑메탈,20220527,,5380,193459
377400,하이제6호스팩,20220527,,2190,9040
246690,TS인베스트먼트,20220527,,2410,72674
303030,지니틱스,20220527,,2985,566772
206650,유바이오로직스,20220527,,17100,125527
036170,클라우드에어,20220527,,1225,103892
139480,이마트,20220527,,115000,110946
032350,롯데관광개발,20220527,,15900,777477
900270,헝셩그룹,20220527,,370,43544762
032540,TJ미디어,20220527,,6700,1619181
095270,웨이브일렉트로,20220527,,4860,16168
030610,교보증권,20220527,,7260,31510
066360,체리부로,20220527,,1395,91935
168330,내츄럴엔도텍,20220527,,5150,21801
034310,NICE,20220527,,15300,73136
044060,조광ILI,20220527,,1650,1731329
307870,비투엔,20220527,,2460,22397
096770,SK이노베이션,20220527,,211000,262728
034230,파라다이스,20220527,,16300,1205735
207760,미스터블루,20220527,,7460,145548
262260,에이프로,20220527,,15100,76583
034730,SK,20220527,,238000,117097
119860,다나와,20220527,,19100,31647
090740,연이비앤티,20220527,,2105,0
121850,코이즈,20220527,,4620,1815414
255440,야스,20220527,,12500,8306
000320,노루홀딩스,20220527,,11750,2909
238200,비피도,20220527,,9210,22700
051160,지어소프트,20220527,,14850,64237
243840,신흥에스이씨,20220527,,59800,40329
290670,대보마그네틱,20220527,,54400,63265
