code,name,date,pred,close,volume
025440,대성엘텍,20220408,,779,1099220
004690,삼천리,20220408,,106000,6752
391060,엔에이치스팩20호,20220408,,2120,63619
200230,텔콘RF제약,20220408,,2250,127368
003580,HLB글로벌,20220408,,11800,454452
017370,우신시스템,20220408,,3285,47883
235980,메드팩토,20220408,,34650,63062
007690,국도화학,20220408,,58400,26733
060720,KH바텍,20220408,,20200,318357
067000,조이시티,20220408,,8660,7302232
021650,한국큐빅,20220408,,4000,81937
079430,현대리바트,20220408,,15800,53692
090460,비에이치,20220408,,25050,1124166
036630,세종텔레콤,20220408,,977,441429
006390,한일현대시멘트,20220408,,32150,13498
039130,하나투어,20220408,,86841,126302
109070,컨버즈,20220408,,4100,0
155900,바다로19호,20220408,,3215,20380
396690,미래에셋글로벌리츠,20220408,,6140,119793
052600,한네트,20220408,,9640,425167
251970,펌텍코리아,20220408,,18950,68127
031330,에스에이엠티,20220408,,4525,1288773
089980,상아프론테크,20220408,,41900,92802
169330,엠브레인,20220408,,4335,170791
088980,맥쿼리인프라,20220408,,14000,737430
024070,WISCOM,20220408,,3315,13532
058430,포스코스틸리온,20220408,,50600,21751
100840,SNT에너지,20220408,,18250,18293
270870,뉴트리,20220408,,19900,6486
064850,에프앤가이드,20220408,,9100,5834
009320,대우부품,20220408,,2245,168104
040910,아이씨디,20220408,,10600,19833
001250,GS글로벌,20220408,,2735,2583698
089030,테크윙,20220408,,10861,1173583
215000,골프존,20220408,,167700,65610
330730,스톤브릿지벤처스,20220408,,7400,811315
065570,삼영이엔씨,20220408,,7260,61190
241710,코스메카코리아,20220408,,14500,32216
189300,인텔리안테크,20220408,,86700,35145
000430,대원강업,20220408,,3280,37493
008500,일정실업,20220408,,24200,9136
036530,SNT홀딩스,20220408,,17000,2643
000250,삼천당제약,20220408,,35350,51177
049180,셀루메드,20220408,,5880,103286
307280,원바이오젠,20220408,,1885,69115
000080,하이트진로,20220408,,36500,346089
005610,SPC삼립,20220408,,93300,14336
025320,시노펙스,20220408,,2835,288111
311390,네오크레마,20220408,,24300,91066
212560,네오오토,20220408,,8340,1095624
