code,name,date,pred,close,volume
025440,대성엘텍,20220610,,990,74739991
004690,삼천리,20220610,,157000,61071
391060,엔에이치스팩20호,20220610,,2155,37583
200230,텔콘RF제약,20220610,,1880,120802
003580,HLB글로벌,20220610,,9970,5359919
017370,우신시스템,20220610,,2995,48790
235980,메드팩토,20220610,,28500,50444
007690,국도화학,20220610,,58600,55025
060720,KH바텍,20220610,,21750,75718
067000,조이시티,20220610,,5650,196575
021650,한국큐빅,20220610,,3725,30348
079430,현대리바트,20220610,,13000,9787
090460,비에이치,20220610,,26850,251716
036630,세종텔레콤,20220610,,887,806168
006390,한일현대시멘트,20220610,,29000,7398
039130,하나투어,20220610,,69200,149546
109070,컨버즈,20220610,,4100,0
155900,바다로19호,20220610,,3345,21776
396690,미래에셋글로벌리츠,20220610,,6020,97750
052600,한네트,20220610,,8600,104166
251970,펌텍코리아,20220610,,17900,8053
031330,에스에이엠티,20220610,,4330,160503
089980,상아프론테크,20220610,,38400,38534
169330,엠브레인,20220610,,4025,52351
088980,맥쿼리인프라,20220610,,14200,708134
024070,WISCOM,20220610,,3470,26058
058430,포스코스틸리온,20220610,,44450,10476
100840,SNT에너지,20220610,,18350,35779
270870,뉴트리,20220610,,15700,42924
064850,에프앤가이드,20220610,,7930,9600
009320,대우부품,20220610,,2290,144514
040910,아이씨디,20220610,,9980,22260
001250,GS글로벌,20220610,,3565,1974917
089030,테크윙,20220610,,9468,150194
215000,골프존,20220610,,159900,75835
330730,스톤브릿지벤처스,20220610,,6480,106065
065570,삼영이엔씨,20220610,,6180,103019
241710,코스메카코리아,20220610,,12550,25337
189300,인텔리안테크,20220610,,78900,316425
000430,대원강업,20220610,,3350,94038
008500,일정실업,20220610,,24500,11271
036530,SNT홀딩스,20220610,,16450,3402
000250,삼천당제약,20220610,,45600,206841
049180,셀루메드,20220610,,4850,152033
307280,원바이오젠,20220610,,1850,283761
000080,하이트진로,20220610,,34850,291275
005610,SPC삼립,20220610,,74200,4825
025320,시노펙스,20220610,,3130,28809646
311390,네오크레마,20220610,,17750,104561
212560,네오오토,20220610,,7460,16880
000890,보해양조,20220610,,848,407931
001380,SG글로벌,20220610,,1670,175250
001740,SK네트웍스,20220610,,4760,452732
320000,윈텍,20220610,,2600,25420
267250,HD현대,20220610,,65200,209446
